House_ID,Built_Date,Priced_Date,Garden,Dock_Distance,Capital_Distance,Royal_Distance,Guarding_Distance,River_distance,Renovation,Dining_Rooms,Bedroom,Bathroom,King_visit,Curse,Blessing,Farm_land,Location,Tall,Knight_Distance,Builder,Golden_Grains
6e32df00,60316050911,11516121831,0,59.212727,120.657143,45.360488,77.679897,52.65919,0,4,2,4,0,1,39,huge,Servant's Premises,,130.96508,Bob,887487
6e32df2e,92216021042,100416000000,0,125.126236,10.314759,28.717444,77.198389,8.092795,0,4,4,3,0,0,150,huge,Cursed Land,1,20.564642,Bob,1450473
6e32e01e,100616000000,100316000000,0,1.810028,1.947959,,255.264298,64.844456,0,3,3,4,0,0,158,small,Cursed Land,1,12.53544,Bob,1375611
6e32e097,20116022310,100216000000,0,15.839628,45.37015,24.720838,90.376196,82.071164,0,,2,,0,,115,huge,Servant's Premises,,55.949524,Bob,1184729
6e32e0ce,122116000000,80616101413,0,65.144325,7.909118,33.088162,115.476211,11.190709,1,2,4,3,0,0,152,huge,Servant's Premises,1,18.84602,Bob,1524597
6e32e0d0,122016000000,22616111415,,13.081048,9.110691,,144.365165,47.023063,0,,4,4,0,0,151,huge,,1,19.492473,Bob,1469191
6e32e16d,11616061231,100316000000,0,16.634217,16.621247,10.168153,157.431607,54.52867,0,3,2,,0,0,143,small,The Mountains,,27.4167,Bob,1409066
6e32e16f,110816000000,30416112125,0,47.5965,44.805686,27.371908,107.713198,39.246439,0,2,3,3,0,0,115,small,Servant's Premises,1,55.456055,Bob,1291631
6e32e1d4,122316000000,42116081347,0,82.147534,32.661442,80.11073,43.606171,8.795478,0,2,4,2,0,0,127,huge,Cursed Land,1,43.416195,Bob,1346680
6e32e221,81616050134,21716112251,0,28.324443,3.84249,20.863578,14.166289,67.382412,0,3,2,3,0,1,156,small,Servant's Premises,0,14.297767,Bob,1448066
6e32e250,62016011923,92416091712,0,45.18362,54.931293,42.081209,108.230261,59.184777,0,,4,3,0,0,105,small,The Mountains,,65.181369,Bob,1165844
6e32e28f,50216051126,70516070221,0,135.265118,37.745845,,107.812637,26.799044,1,2,4,2,0,0,122,huge,The Mountains,,47.842156,Bob,1306574
6e32e2a4,10516042226,61916080216,0,51.315595,51.725024,7.025047,111.925077,73.166352,,,2,4,0,0,108,small,King's Landing,1,61.864059,Bob,1287673
6e32e2d9,51116011542,30216070515,0,,,,189.283205,36.118357,0,4,2,4,0,0,74,small,The Mountains,1,,Bob,1267966
6e32e347,91116052224,61316080137,0,30.305332,,6.059265,65.46014,7.488545,0,3,3,2,0,0,74,huge,,1,,Bob,1456360
6e32e3c3,92516062031,22816090213,0,3.00191,89.180123,105.585376,71.619233,50.052076,1,,4,4,0,0,71,huge,The Mountains,1,99.635513,Bob,1173112
6e32e404,120516000000,72816080622,0,114.300282,2.414506,55.800295,188.085562,19.233236,0,2,3,4,0,0,158,small,The Mountains,1,12.860578,Bob,1445892
6e32e51e,11316051320,10516080146,,,,,,,,,,,,,,,,,,Bob,1409120
6e32e5cf,82716001930,61016091012,0,34.049228,26.389844,,193.666615,1.109117,1,4,4,2,0,0,134,small,The Mountains,1,36.464229,Bob,1416819
6e32e5f7,52416051738,20116101757,0,16.56208,15.022811,109.878399,152.610656,14.568437,0,2,2,4,0,0,145,small,The Mountains,,25.187162,Bob,1304996
6e32e680,111016000000,50416091422,0,41.427792,4.474864,134.99089,108.24328,51.250841,0,3,4,3,0,1,156,small,The Mountains,0,15.302723,Bob,1358804
6e32e6ef,10116041455,31016090649,0,13.56572,16.203653,52.308181,80.59403,42.641244,1,2,2,3,0,0,144,small,Cursed Land,,26.567956,Bob,1289312
6e32e73d,122416000000,80716120524,0,82.168654,94.81258,71.117208,148.822825,55.926967,1,4,3,3,0,0,65,small,The Mountains,1,104.857114,Bob,1032602
6e32e752,41016001045,70716090117,,,,,,,,,,,,,,,,,,Bob,1184300
6e32e761,70716010922,70916072114,0,62.236922,87.094436,32.054481,136.223987,70.016776,0,2,2,2,0,0,73,small,The Mountains,,97.591846,Bob,972329
6e32e7f3,101416000000,100716000000,0,36.539896,55.464302,86.703919,127.638044,10.789867,,4,4,,0,0,105,small,King's Landing,1,65.896359,Bob,1330539
6e32e804,21216012448,71416090712,,,,,,,,,,,,,,,,,,Bob,1165609
6e32e8a3,121916000000,21516110943,0,61.838045,16.498299,31.776391,182.154267,14.830369,0,,2,4,0,0,144,huge,Cursed Land,,26.58137,Bob,1305664
6e32e93d,30516052431,110916000000,,66.435503,17.236429,,101.288435,35.670145,0,3,4,3,0,,143,small,The Mountains,1,28.079591,Bob,1459513
6e32ea1a,50116060925,122516000000,0,32.401974,109.034404,120.638986,1.119132,20.098718,,2,3,2,0,0,51,small,Servant's Premises,1,119.8471,Bob,958252
6e32eade,72416000245,111316000000,0,48.233534,43.952529,24.276904,107.793152,3.298415,1,3,2,2,0,1,116,huge,The Mountains,0,54.548967,Bob,1263319
6e32eb2e,30816061558,42016111543,0,1.776603,111.873341,46.73829,110.787455,10.520413,0,2,4,4,0,0,48,huge,Cursed Land,1,122.499701,Bob,1072650
6e32eba2,20416010257,30116070855,0,108.148432,99.508893,54.003577,137.856256,54.18868,0,4,2,2,0,0,60,small,The Mountains,1,109.624339,Bob,990032
6e32ebe3,22616030621,30216121749,,,,,,,,,,,,,,,,,,Bob,1156226
6e32ec34,11416021828,10816072055,0,54.68288,5.221499,,77.372943,19.719589,1,4,3,2,0,0,155,huge,Cursed Land,1,15.719702,Bob,1503679
6e32ec41,31716052036,11516080719,,57.964,127.834545,5.321363,116.266894,14.385904,0,2,2,3,0,,32,small,Cursed Land,1,137.88327,Bob,938528
6e32ec5a,10116010833,51016091456,,,,,,,,,,,,,,,,,,Bob,1138767
6e32ec6c,30316060719,121416000000,0,70.255352,33.257968,83.186841,80.520978,29.91295,0,4,,3,0,0,127,small,Servant's Premises,1,43.873319,Bob,1315708
6e32ec80,51916041617,102616000000,0,65.831653,19.192357,53.079043,58.662218,2.972107,0,4,4,3,0,0,141,small,King's Landing,1,29.319049,Bob,1539795
6e32ece6,32516021441,21216092441,0,55.439489,,48.120112,42.567072,60.529479,0,2,2,2,0,0,74,small,The Mountains,,,Bob,1156359
6e32ed04,70816010315,20316111018,0,,8.058761,20.311868,46.381771,69.937763,0,3,2,4,0,,152,small,Cursed Land,1,18.48293,Bob,1351000
6e32ed11,51616031030,40516071032,0,17.129436,17.201414,31.403159,222.775042,10.59375,0,2,3,3,0,0,143,small,King's Landing,,27.304674,Bob,1432871
6e32ed33,52016041622,11216090242,0,,35.271252,101.858187,85.347641,20.584175,0,3,2,3,0,1,125,small,Servant's Premises,0,46.270155,Bob,1255964
6e32ed5a,51516030956,40416090732,,,,,,,,,,,,,,,,,,Bob,1329892
6e32ed6a,41916040144,72416070616,0,,35.665605,39.916627,,48.211436,1,4,3,3,0,1,124,huge,King's Landing,,45.997921,Bob,1396126
6e32ed82,110916000000,41116092247,,10.979684,42.896108,15.964731,74.782183,92.201144,,4,3,2,0,0,117,small,,1,53.186859,Bob,1366892
6e32ed87,92116041045,81616070222,0,10.596388,1.603441,0.781043,85.074174,10.146601,0,3,2,4,0,0,158,small,The Mountains,1,12.554745,Bob,1606629
6e32edb5,31116051934,22116121429,,,,,,,,,,,,,,,,,,Bob,972801
6e32edd2,11616051719,41316091723,0,17.422897,108.569001,,158.955427,19.399077,0,4,4,3,0,0,51,small,The Mountains,,119.382068,Bob,1072466
6e32ee37,81816021142,71116122354,,,,,,,,,,,,,,,,,,Bob,1160050
6e32eeb4,62816021651,61916121520,0,23.844463,29.617033,8.060128,49.506017,29.606564,1,2,2,3,0,0,130,small,King's Landing,,40.589013,Bob,1329631
6e32eece,112116000000,80216111933,,,,,,,,,,,,,,,,,,Bob,1129141
6e32ef34,80316051747,50916111751,,,,,,,,,,,,,,,,,,Bob,1389191
6e32ef46,30116050740,52816111311,0,17.400528,35.943465,14.721643,63.783963,40.012636,0,2,4,,0,0,124,small,Servant's Premises,1,46.349177,Bob,1378371
6e32ef67,92616011620,111616000000,,,,,,,,,,,,,,,,,,Bob,962626
6e32ef72,41316000714,50416111537,0,43.940734,12.563324,,157.878727,6.119341,0,4,3,3,0,0,147,huge,Servant's Premises,1,22.62168,Bob,1421726
6e32ef77,22816001355,40216120416,0,44.031469,44.33033,78.955361,0.450249,46.391247,0,3,4,4,0,,116,small,The Mountains,1,54.75326,Bob,1264047
6e32ef8e,42316060555,80416102352,0,110.118335,34.550214,37.741367,200.942988,20.646128,,2,3,2,0,0,125,small,King's Landing,,45.31717,Bob,1277350
6e32ef9a,102116000000,110616000000,0,3.671644,35.895927,19.706329,218.23461,1.484831,0,4,3,4,0,0,124,small,The Mountains,1,46.476368,Bob,1402962
6e32efbe,32016011556,112216000000,0,83.609847,17.522181,46.323461,27.705017,21.186655,0,3,3,3,0,0,142,small,Cursed Land,1,27.619672,Bob,1364175
6e32efda,30316051139,21016110627,0,29.119829,68.715839,56.819087,111.436447,58.761653,0,3,4,4,0,0,91,small,The Mountains,,79.488045,Bob,1159894
6e32efef,112116000000,102616000000,0,124.243408,8.968649,47.029924,253.303806,80.232822,0,2,3,3,0,0,151,small,The Mountains,,19.598181,Bob,1232296
6e32f028,82816050351,41416082041,0,21.430115,,29.429765,93.401564,64.320938,0,2,3,3,0,0,74,small,Servant's Premises,1,,Bob,1295298
6e32f046,40816010746,82216092039,0,45.215836,55.12447,5.889244,0.475582,13.680943,0,2,3,4,0,0,105,small,The Mountains,1,66.055376,Bob,1313918
6e32f064,110516000000,101916000000,0,15.357443,124.635107,50.781155,35.364809,10.348242,0,2,,3,0,0,35,small,King's Landing,1,134.680243,Bob,1012006
6e32f07a,121816000000,111516000000,,,19.939251,39.649438,197.959578,54.328003,0,2,4,3,0,0,140,small,The Mountains,1,30.397395,Bob,1391525
6e32f097,30616000642,102516000000,,,,,,,,,,,,,,,,,,Bob,1089960
6e32f09d,100616000000,32316071656,0,119.78848,55.898123,39.08632,5.31913,37.526751,0,3,2,3,0,0,104,small,The Mountains,1,66.036172,Bob,1280181
6e32f0c8,102816000000,80416082233,0,3.599181,27.305139,1.104552,166.20994,64.79227,,,2,4,0,0,133,small,King's Landing,1,38.180489,Bob,1415450
6e32f0d0,21716021835,11616081652,0,125.206651,20.219826,132.701742,290.020054,11.492652,0,4,4,3,0,0,140,small,The Mountains,1,30.343218,Bob,1295166
6e32f100,72616040140,71916080624,0,25.45865,12.048078,70.831585,54.01831,39.731967,1,2,4,2,0,0,148,small,,1,22.325481,Bob,1478268
6e32f140,42816030118,41716120658,,13.399839,12.246635,34.685199,127.169718,6.083975,0,4,3,3,0,0,148,huge,King's Landing,,22.831679,Bob,1505370
6e32f18e,81516012448,22716091043,0,36.28429,132.383351,,49.934311,59.038717,,,4,4,0,,28,small,The Mountains,1,143.364387,Bob,928988
6e32f1b4,90916001256,11916100654,,,,,,,,,,,,,,,,,,Bob,1348750
6e32f2a3,100116000000,91416112255,0,80.026362,9.073217,65.848674,120.839678,43.854493,0,4,2,2,0,0,151,small,,,19.222162,Bob,1351998
6e32f2f2,101016000000,111316000000,0,,9.000232,93.506309,70.121423,3.268812,0,4,2,3,0,1,151,small,The Mountains,0,19.076888,Bob,1420871
6e32f2f4,102216000000,81616121145,,,,,,,,,,,,,,,,,,Bob,1171360
6e32f2fc,90116010526,11616070131,0,26.947252,18.108261,44.611907,,14.442153,0,3,2,2,0,1,142,small,The Mountains,1,28.349126,Bob,1415153
6e32f365,42216061053,122516000000,0,32.19027,53.843968,,6.06919,64.399672,,3,3,3,0,0,106,small,King's Landing,1,64.804991,Bob,1316413
6e32f4a9,80816040919,100616000000,0,116.242231,49.97837,90.899943,164.379523,17.010209,0,3,2,2,0,1,110,small,King's Landing,1,60.745818,Bob,1194503
6e32f4de,91516040623,32416070737,0,1.202749,45.166705,9.753555,132.036314,3.921731,0,2,3,4,0,0,115,small,King's Landing,1,55.56406,Bob,1463344
6e32f519,82616061035,110216000000,0,30.856003,1.353889,111.704591,62.740717,18.93291,0,3,2,3,0,0,159,huge,King's Landing,1,11.86566,Bob,1510720
6e32f59d,101916000000,40516082438,0,70.105522,19.498317,0.998531,108.971535,20.00671,0,2,2,4,0,0,141,small,King's Landing,1,29.691339,Bob,1435566
6e32f5ca,121416000000,42816082252,0,78.651069,126.332389,3.420058,97.920472,46.863148,0,4,3,2,0,0,34,small,King's Landing,1,137.019477,Bob,1074017
6e32f5f0,31216030519,41816082152,0,16.65747,29.860039,50.465295,84.062681,22.20238,1,2,3,,0,0,130,small,The Mountains,1,40.379132,Bob,1391922
6e32f611,52516021643,52316102154,0,20.075593,32.75378,42.588087,86.424196,15.18453,0,4,4,3,0,0,127,huge,Cursed Land,1,43.406444,Bob,1412936
6e32f61e,32416022152,81816101517,0,140.127085,32.772619,67.084998,4.647844,5.7333,1,2,3,4,0,0,127,small,Servant's Premises,1,43.378418,Bob,1262062
6e32f636,40816020659,90416121829,0,24.031289,13.931887,28.666679,211.563312,19.793516,1,2,4,3,0,0,146,small,The Mountains,1,24.45272,Bob,1403927
6e32f642,120116000000,41416071530,,,,,,,,,,,,,,,,,,Bob,1444074
6e32f66a,12016050615,50416102125,0,65.528977,100.731083,,183.838863,5.086597,0,3,2,4,0,0,59,small,Cursed Land,1,111.539645,Bob,988893
6e32f683,10616001357,22716100310,,,,,,,,,,,,,,,,,,Bob,1264523
6e32f6b9,42116052038,91416091814,0,78.608881,13.671628,11.157861,49.148938,51.746624,0,3,4,3,0,0,146,small,The Mountains,1,24.295095,Bob,1507945
6e32f6bf,121816000000,30816121115,,117.905243,,48.335609,175.176131,30.146237,1,2,4,2,0,0,74,huge,Servant's Premises,1,,Bob,1205015
6e32f6d4,101716000000,51916102426,,10.155018,10.78452,85.455286,20.759348,5.429708,0,2,2,4,0,0,149,small,The Mountains,1,21.04,Bob,1439474
6e32f731,11816041750,41816122236,0,33.230726,70.437863,54.949415,9.662734,10.404288,0,3,4,3,0,0,90,huge,Cursed Land,1,81.095996,Bob,1235618
6e32f748,121616000000,51416091432,0,88.131035,59.773768,,197.216612,15.966256,0,3,2,4,0,0,100,huge,King's Landing,1,70.196352,Bob,1258982
6e32f74c,21116040734,122216000000,,,,,,,,,,,,,,,,,,Bob,1369460
6e32f7f1,11816010626,51816091358,0,128.530362,34.104963,2.479617,131.188328,7.238237,0,3,2,2,0,0,126,small,Cursed Land,,44.282413,Bob,1186884
6e32f821,40216011751,12716080520,0,39.492027,25.769042,,189.794773,16.62523,0,2,2,4,0,1,134,small,The Mountains,,35.988588,Bob,1243804
6e32f82c,90516062131,30316120616,,15.343433,46.266575,29.122007,104.553133,14.973699,1,2,4,4,0,1,114,small,The Mountains,0,57.038627,Bob,1358627
6e32f8e1,20116011358,50116080531,,95.893027,27.715658,14.912003,65.001705,1.399343,0,,2,4,0,0,132,huge,The Mountains,1,38.448378,Bob,1391511
6e32f8e4,50116020755,21816090223,,,,,,,,,,,,,,,,,,Bob,1543929
6e32f981,121216000000,52516121735,0,62.117424,30.577891,,59.024156,59.295964,1,4,2,2,0,0,129,small,King's Landing,1,40.672612,Bob,1364189
6e32f9b2,32316000150,50116090632,0,,0.934908,94.368234,32.101892,78.164263,0,4,3,4,0,0,159,small,The Mountains,,11.450716,Bob,1361020
6e32f9c8,101916000000,90916091348,0,95.37134,68.004062,3.091228,225.160084,54.463466,0,3,2,3,0,1,92,small,Servant's Premises,0,78.999445,Bob,1099349
6e32fa3d,41716021816,102616000000,0,22.946466,117.553558,42.153955,180.389974,50.065696,0,2,3,2,0,0,42,huge,The Mountains,1,128.032695,Bob,951234
6e32fa41,91216061210,51116102459,0,9.737861,50.539003,20.497581,40.800968,57.571236,1,2,4,2,0,0,109,huge,The Mountains,1,61.173629,Bob,1395200
6e32fa76,52716000910,100716000000,0,107.278994,74.764668,5.457496,65.109245,19.928967,0,4,2,,0,0,85,small,King's Landing,1,85.637103,Bob,1165452
6e32fa9f,11916012419,82116100552,0,16.887428,103.056427,14.736402,21.526821,0.712333,0,4,2,4,0,0,57,small,King's Landing,1,113.717907,Bob,1173848
6e32faaa,110416000000,100716000000,0,40.389629,10.847649,49.762294,215.392787,77.159454,0,4,2,3,0,0,149,huge,King's Landing,1,21.79459,Bob,1456342
6e32fb8a,72316052315,22216092121,0,70.054019,104.610347,18.804272,40.317472,58.52765,0,,4,2,0,1,55,small,Servant's Premises,0,114.735613,Bob,1050598
6e32fb92,90416011110,42016090530,0,,0.985333,76.797735,254.743071,20.279207,0,2,3,4,0,1,159,small,Servant's Premises,,11.127618,Bob,1283084
6e32fb9c,42616061918,112416000000,0,40.155388,45.182578,60.085058,61.566275,11.539188,0,2,3,2,0,1,115,small,The Mountains,0,56.001935,Bob,1344286
6e32fc21,21016020315,111016000000,0,17.597651,72.503777,33.619778,77.319505,29.053965,0,3,2,4,0,0,87,huge,The Mountains,1,83.017358,Bob,1222087
6e32fc66,42416022417,51316072058,,,,,,,,,,,,,,,,,,Bob,708696
6e32fcbd,21616002334,21916111247,0,20.325924,70.107195,22.972648,78.881448,10.578362,0,2,3,3,0,0,90,small,King's Landing,1,80.37005,Bob,1232676
6e32fd0f,91316031919,81916071020,0,14.215173,115.100256,107.798852,100.805786,60.605095,0,4,2,2,0,0,45,small,Cursed Land,,125.392683,Bob,851383
6e32fd23,91216032113,101416000000,,16.760184,50.467442,,101.7492,32.915711,0,,4,4,0,0,110,small,The Mountains,1,60.890925,Bob,1341723
