House_ID,Built_Date,Priced_Date,Garden,Dock_Distance,Capital_Distance,Royal_Distance,Guarding_Distance,River_distance,Renovation,Dining_Rooms,Bedroom,Bathroom,King_visit,Curse,Blessing,Farm_land,Location,Tall,Knight_Distance,Builder,Golden_Grains
6e32d244,3/22/1604 2:45 AM ,10/8/1610 6:15 AM,0,74.890453,17.524012,,86.880636,77.993602,0,,4,3,0,0,142,small,King's Landing,1,27.65599,Bob,1408207
6e32d266,3/21/1603 7:45 AM ,9/11/1611 1:14 PM,0,1.624838,55.12687,,163.885,16.102894,1,,4,4,0,1,105,small,King's Landing,0,65.487434,Bob,1294734
6e32d280,9/12/1601 6:51 AM ,3/3/1608 5:42 PM,0,13.14006,23.920629,7.363083,154.780872,15.867466,0,3,4,2,0,0,136,small,King's Landing,1,34.604391,Bob,1525016
6e32d28a,2/15/1606 8:48 AM ,1/11/1608 9:13 AM,,,,,,,,,,,,,,,,,,Bob,1382287
6e32d2e0,9/19/1604 5:28 PM ,10/19/1608 3:28 PM,0,86.072564,85.923206,85.563521,146.862456,12.638273,0,2,2,3,0,1,74,small,Cursed Land,,96.73714,Bob,913124
6e32d315,3/7/1602 2:21 AM ,5/18/1607 11:32 AM,0,51.245386,22.260774,9.938782,96.415385,5.789836,0,,,3,0,0,138,huge,,,33.157025,Bob,1397904
6e32d328,12/6/1606 11:19 PM ,10/10/1609 12:11 PM,0,34.410733,16.638938,,50.512115,15.00942,1,2,4,4,0,1,143,small,The Mountains,0,27.320449,Bob,1501970
6e32d349,11/3/1602 2:22 PM ,8/2/1609 1:28 PM,,,,,,,,,,,,,,,,,,Bob,1071513
6e32d3a6,12/15/1606 9:36 PM ,9/7/1609 12:40 PM,0,61.21246,58.817801,5.643314,160.459915,41.915869,0,2,4,2,0,0,101,small,The Mountains,1,69.088692,Bob,1299089
6e32d3ad,2/5/1603 6:27 PM ,9/15/1610 10:47 AM,0,8.423696,3.031959,31.432316,10.970801,21.169758,1,2,3,2,0,0,157,small,The Mountains,1,13.114153,Bob,1524907
6e32d3f6,4/10/1604 6:55 PM ,1/18/1611 3:36 PM,0,,26.82009,34.978795,91.361455,41.862843,0,3,2,4,0,0,133,small,The Mountains,,37.442226,Bob,1301197
6e32d414,8/9/1601 4:52 PM ,5/12/1607 5:32 PM,0,57.7146,6.002568,47.348837,32.106155,2.87067,0,4,3,,0,0,154,small,The Mountains,1,16.567206,Bob,1547380
6e32d456,8/7/1603 12:42 PM ,12/20/1607 10:42 AM,0,15.523291,153.3606,32.174217,,33.493852,0,,4,4,0,1,7,huge,King's Landing,1,163.658437,Bob,971218
6e32d460,8/24/1603 3:24 PM ,11/28/1612 11:28 PM,,,8.760628,124.305272,30.021297,15.976977,1,3,2,,0,0,151,small,Cursed Land,1,19.113862,Bob,1298829
6e32d46a,4/8/1603 5:31 AM ,12/5/1612 5:42 AM,0,42.570615,5.4904,,129.093289,69.237309,0,2,2,3,0,0,155,small,Servant's Premises,1,16.031784,Bob,1307814
6e32d493,10/12/1606 8:17 PM ,3/9/1608 3:32 AM,0,24.68436,9.161377,,81.939551,56.170727,0,2,3,4,0,0,151,small,The Mountains,1,20.134738,Bob,1497142
6e32d49f,10/8/1600 5:36 PM ,2/4/1612 7:52 PM,0,71.753065,39.952939,,18.206663,4.047991,0,4,2,2,0,0,120,small,The Mountains,1,50.871204,Bob,1296271
6e32d4dd,3/4/1606 7:37 AM ,5/23/1608 4:45 PM,,22.060342,16.090119,8.102772,146.852007,4.032337,0,2,4,2,0,0,144,small,,1,26.44061,Bob,1552937
6e32d4fa,6/3/1602 4:18 AM ,12/21/1611 5:22 AM,,19.373454,105.408838,112.774373,111.202407,18.14735,1,3,3,2,0,0,55,small,The Mountains,1,116.378343,Bob,972645
6e32d5b6,9/11/1606 6:30 PM ,5/13/1609 9:42 AM,0,72.979347,68.347073,66.602162,21.463548,14.622076,0,4,2,4,0,0,92,small,,1,78.594989,Bob,1263279
6e32d5fa,10/8/1604 10:44 AM ,11/28/1612 5:18 AM,0,,41.525156,80.659266,106.329489,87.554465,0,,2,4,0,0,118,small,The Mountains,,52.058128,Bob,1099996
6e32d621,5/18/1602 6:50 PM ,8/4/1607 6:38 PM,,,,,,,,,,,,,,,,,,Bob,1480667
6e32d653,1/8/1600 4:45 PM ,7/21/1608 9:17 AM,0,83.12575,32.009381,6.967004,237.180909,10.006391,0,,3,2,0,1,128,small,Servant's Premises,,42.844727,Bob,1193024
6e32d65a,8/13/1605 12:26 PM ,7/7/1607 4:20 PM,0,104.336674,91.503244,42.641175,87.265123,43.742595,0,3,2,4,0,0,68,small,The Mountains,,101.584846,Bob,1041349
6e32d675,10/15/1602 11:59 PM ,8/16/1608 6:59 PM,,,,,,,,,,,,,,,,,,Bob,1220478
6e32d6ec,7/3/1605 9:33 PM ,11/5/1612 5:22 AM,0,32.778152,39.33523,46.037998,106.244859,21.599697,0,3,,4,0,0,121,small,Servant's Premises,1,50.137683,Bob,1286276
6e32d6ff,3/23/1604 12:22 AM ,11/11/1612 4:28 AM,0,38.723276,12.31167,44.829363,16.475292,17.769839,0,2,2,4,0,0,148,small,The Mountains,,23.021557,Bob,1359489
6e32d711,5/12/1605 7:33 PM ,9/17/1612 7:25 AM,0,28.254131,20.812951,24.142442,248.660499,2.189447,0,2,2,2,0,0,139,small,The Mountains,,31.530613,Bob,1296493
6e32d7b5,1/16/1604 11:37 PM ,1/25/1611 1:22 PM,0,55.823443,5.134405,15.071091,137.720057,62.371782,0,3,3,3,0,0,155,small,Servant's Premises,1,15.870721,Bob,1425114
6e32d7de,8/14/1600 2:21 AM ,6/12/1611 2:42 PM,0,77.178597,12.818926,29.397304,104.395568,19.416002,0,4,2,2,0,,147,huge,King's Landing,1,23.252372,Bob,1461181
6e32d7e7,6/17/1600 12:25 AM ,1/20/1610 2:35 PM,0,1.467809,39.575028,52.48075,102.150075,44.688567,1,4,2,3,0,0,120,small,The Mountains,1,50.2197,Bob,1297499
6e32d7f7,3/24/1604 11:21 PM ,3/24/1612 7:39 AM,0,29.343361,,,76.970324,11.550646,1,3,2,4,0,1,74,small,King's Landing,0,,Bob,1310906
6e32d80d,6/11/1604 11:56 AM ,1/23/1607 1:25 PM,0,43.308427,43.776701,43.559832,48.611809,73.753749,,3,4,2,0,,116,huge,,1,53.900852,Bob,1398757
6e32d896,3/23/1602 5:29 PM ,3/2/1607 1:37 AM,0,5.199882,13.210754,33.683798,94.385622,27.752067,,3,2,3,0,0,147,small,The Mountains,1,23.24939,Bob,1480086
6e32d8be,12/8/1600 2:58 AM ,5/9/1610 10:19 PM,,,,,,,,,,,,,,,,,,Bob,918664
6e32d92a,7/2/1603 1:51 AM ,4/15/1610 2:10 AM,,,,,,,,,,,,,,,,,,Bob,1500788
6e32d93e,4/19/1601 12:53 PM ,2/19/1607 7:58 AM,0,3.275924,52.292404,7.547997,139.40264,22.829718,1,2,2,4,0,0,108,small,,1,62.451459,Bob,1299739
6e32d945,2/2/1602 11:19 PM ,8/12/1607 3:13 PM,0,51.65286,34.030773,64.948857,97.007408,26.739409,0,3,2,4,0,1,126,huge,King's Landing,0,44.507222,Bob,1377640
6e32d94b,6/16/1602 5:42 AM ,11/9/1609 6:41 PM,0,6.676025,23.393983,35.721388,90.638097,13.909392,,4,4,4,0,1,137,small,Cursed Land,1,33.505463,Bob,1431517
6e32d99a,3/7/1601 11:46 AM ,5/3/1611 4:37 AM,0,58.824426,5.596892,15.008746,32.820676,13.827031,0,3,3,4,0,0,154,small,The Mountains,1,15.931279,Bob,1496979
6e32d9fd,6/13/1603 10:23 PM ,8/13/1607 1:39 AM,0,12.526223,2.087338,51.60109,56.858607,43.996068,0,4,2,3,0,,158,small,Cursed Land,1,12.807202,Bob,1478397
6e32da1d,5/26/1604 12:36 PM ,3/13/1609 9:34 AM,0,9.223375,12.955231,88.088107,108.431464,12.132057,1,3,3,4,0,0,147,small,The Mountains,1,23.793021,Bob,1469463
6e32da37,5/16/1601 10:12 PM ,10/4/1609 7:21 AM,0,38.419444,16.02218,43.842614,98.827479,19.632429,0,2,3,3,0,0,144,huge,The Mountains,1,26.024293,Bob,1434130
6e32da9a,1/6/1605 5:32 AM ,4/9/1609 9:55 AM,,,,,,,,,,,,,,,,,,Bob,1291358
6e32dabb,12/2/1605 7:52 PM ,11/24/1611 7:14 AM,0,15.935259,10.184655,,92.357947,15.449139,0,2,2,3,0,0,150,small,,,20.366987,Bob,1386533
6e32db08,6/26/1605 7:26 AM ,8/15/1612 4:57 AM,0,11.523713,87.973298,15.37679,112.983892,80.233985,0,,2,3,0,0,72,small,,1,98.711887,Bob,1065094
6e32db20,3/25/1603 4:13 AM ,6/21/1608 11:52 AM,0,15.46026,7.434185,18.379269,95.434094,13.449091,0,3,3,2,0,0,153,huge,The Mountains,1,17.443489,Bob,1579680
6e32db25,9/25/1604 6:30 AM ,8/28/1608 8:11 PM,,15.849066,15.696596,103.469976,186.803229,78.881186,1,4,3,3,0,,144,huge,Cursed Land,1,26.586301,Bob,1350517
6e32db4f,7/23/1602 12:30 PM ,7/3/1608 9:22 PM,0,47.874459,0.672768,,123.965509,38.988267,0,2,3,4,0,0,159,small,,1,11.511937,Bob,1463254
6e32dbb8,8/24/1602 3:23 AM ,8/1/1610 9:26 PM,0,49.615816,123.454633,25.094486,244.284057,52.705442,0,2,2,4,0,1,37,small,The Mountains,,133.739395,Bob,779700
6e32dbf1,3/15/1605 12:15 PM ,3/10/1608 8:16 PM,0,,,92.935618,11.029339,72.913419,0,2,4,4,0,0,74,huge,Cursed Land,1,,Bob,1265581
6e32dc24,5/27/1604 1:24 PM ,6/2/1612 9:48 PM,0,44.823274,5.404916,23.778922,30.281424,5.730475,0,4,,3,0,0,155,small,,1,15.712186,Bob,1526613
6e32dcf6,9/16/1605 6:17 AM ,11/11/1610 11:35 PM,,88.964305,28.174055,84.080113,22.450239,17.860344,0,,4,3,0,0,132,small,,1,39.068399,Bob,1375629
6e32dd65,9/10/1603 3:50 AM ,6/27/1610 11:57 PM,0,27.201874,87.170081,21.704714,139.502086,56.897865,0,4,3,2,0,1,73,small,The Mountains,,97.790997,Bob,1067834
6e32dda9,11/24/1603 2:40 PM ,10/1/1609 2:36 AM,0,26.687994,,32.268293,11.903833,15.684359,0,3,2,4,0,0,74,small,The Mountains,1,,Bob,1351435
6e32dde0,1/4/1601 11:25 PM ,12/1/1608 10:57 AM,0,24.16349,37.969223,,39.814316,0.217141,0,2,4,4,0,1,122,small,,0,48.636099,Bob,1374083
6e32de28,6/5/1602 12:47 AM ,11/8/1611 5:40 AM,0,12.605132,11.295584,46.002054,34.036435,8.416015,0,2,3,4,0,1,149,huge,King's Landing,0,21.851463,Bob,1514874
6e32deaa,7/25/1600 2:28 AM ,9/19/1608 4:18 AM,0,16.724667,11.002872,41.762959,64.170121,22.754808,,2,2,2,0,1,149,small,Servant's Premises,,21.756024,Bob,1311292
6e32df00,6/3/1605 9:11 AM ,1/15/1612 6:31 PM,0,59.212727,120.657143,45.360488,77.679897,52.65919,0,4,2,4,0,1,39,huge,Servant's Premises,,130.96508,Bob,887487
6e32df2e,9/22/1602 10:42 AM ,10/4/1611 11:48 PM,0,125.126236,10.314759,28.717444,77.198389,8.092795,0,4,4,3,0,0,150,huge,Cursed Land,1,20.564642,Bob,1450473
6e32e01e,10/6/1603 7:42 AM ,10/3/1610 11:29 PM,0,1.810028,1.947959,,255.264298,64.844456,0,3,3,4,0,0,158,small,Cursed Land,1,12.53544,Bob,1375611
6e32e097,2/1/1602 11:10 PM ,10/2/1608 6:40 AM,0,15.839628,45.37015,24.720838,90.376196,82.071164,0,,2,,0,,115,huge,Servant's Premises,,55.949524,Bob,1184729
6e32e0ce,12/21/1606 11:13 AM ,8/6/1610 2:13 PM,0,65.144325,7.909118,33.088162,115.476211,11.190709,1,2,4,3,0,0,152,huge,Servant's Premises,1,18.84602,Bob,1524597
6e32e0d0,12/20/1602 3:18 PM ,2/26/1611 2:15 PM,,13.081048,9.110691,,144.365165,47.023063,0,,4,4,0,0,151,huge,,1,19.492473,Bob,1469191
6e32e16d,1/16/1606 12:31 AM ,10/3/1607 12:52 AM,0,16.634217,16.621247,10.168153,157.431607,54.52867,0,3,2,,0,0,143,small,The Mountains,,27.4167,Bob,1409066
6e32e16f,11/8/1606 4:25 AM ,3/4/1611 9:25 PM,0,47.5965,44.805686,27.371908,107.713198,39.246439,0,2,3,3,0,0,115,small,Servant's Premises,1,55.456055,Bob,1291631
6e32e1d4,12/23/1603 5:49 AM ,4/21/1608 1:47 PM,0,82.147534,32.661442,80.11073,43.606171,8.795478,0,2,4,2,0,0,127,huge,Cursed Land,1,43.416195,Bob,1346680
6e32e221,8/16/1605 1:34 AM ,2/17/1611 10:51 PM,0,28.324443,3.84249,20.863578,14.166289,67.382412,0,3,2,3,0,1,156,small,Servant's Premises,0,14.297767,Bob,1448066
6e32e250,6/20/1601 7:23 PM ,9/24/1609 5:12 PM,0,45.18362,54.931293,42.081209,108.230261,59.184777,0,,4,3,0,0,105,small,The Mountains,,65.181369,Bob,1165844
6e32e28f,5/2/1605 11:26 AM ,7/5/1607 2:21 AM,0,135.265118,37.745845,,107.812637,26.799044,1,2,4,2,0,0,122,huge,The Mountains,,47.842156,Bob,1306574
6e32e2a4,1/5/1604 10:26 PM ,6/19/1608 2:16 AM,0,51.315595,51.725024,7.025047,111.925077,73.166352,,,2,4,0,0,108,small,King's Landing,1,61.864059,Bob,1287673
6e32e2d9,5/11/1601 3:42 PM ,3/2/1607 5:15 AM,0,,,,189.283205,36.118357,0,4,2,4,0,0,74,small,The Mountains,1,,Bob,1267966
6e32e347,9/11/1605 10:24 PM ,6/13/1608 1:37 AM,0,30.305332,,6.059265,65.46014,7.488545,0,3,3,2,0,0,74,huge,,1,,Bob,1456360
6e32e3c3,9/25/1606 8:31 PM ,2/28/1609 2:13 AM,0,3.00191,89.180123,105.585376,71.619233,50.052076,1,,4,4,0,0,71,huge,The Mountains,1,99.635513,Bob,1173112
6e32e404,12/5/1605 3:35 AM ,7/28/1608 6:22 AM,0,114.300282,2.414506,55.800295,188.085562,19.233236,0,2,3,4,0,0,158,small,The Mountains,1,12.860578,Bob,1445892
6e32e51e,1/13/1605 1:20 PM ,1/5/1608 1:46 AM,,,,,,,,,,,,,,,,,,Bob,1409120
6e32e5cf,8/27/1600 7:30 PM ,6/10/1609 10:12 AM,0,34.049228,26.389844,,193.666615,1.109117,1,4,4,2,0,0,134,small,The Mountains,1,36.464229,Bob,1416819
6e32e5f7,5/24/1605 5:38 PM ,2/1/1610 5:57 PM,0,16.56208,15.022811,109.878399,152.610656,14.568437,0,2,2,4,0,0,145,small,The Mountains,,25.187162,Bob,1304996
6e32e680,11/10/1600 7:46 PM ,5/4/1609 2:22 PM,0,41.427792,4.474864,134.99089,108.24328,51.250841,0,3,4,3,0,1,156,small,The Mountains,0,15.302723,Bob,1358804
6e32e6ef,1/1/1604 2:55 PM ,3/10/1609 6:49 AM,0,13.56572,16.203653,52.308181,80.59403,42.641244,1,2,2,3,0,0,144,small,Cursed Land,,26.567956,Bob,1289312
6e32e73d,12/24/1605 12:30 PM ,8/7/1612 5:24 AM,0,82.168654,94.81258,71.117208,148.822825,55.926967,1,4,3,3,0,0,65,small,The Mountains,1,104.857114,Bob,1032602
6e32e752,4/10/1600 10:45 AM ,7/7/1609 1:17 AM,,,,,,,,,,,,,,,,,,Bob,1184300
6e32e761,7/7/1601 9:22 AM ,7/9/1607 9:14 PM,0,62.236922,87.094436,32.054481,136.223987,70.016776,0,2,2,2,0,0,73,small,The Mountains,,97.591846,Bob,972329
6e32e7f3,10/14/1601 5:35 AM ,10/7/1608 12:54 PM,0,36.539896,55.464302,86.703919,127.638044,10.789867,,4,4,,0,0,105,small,King's Landing,1,65.896359,Bob,1330539
6e32e804,2/12/1601 12:48 PM ,7/14/1609 7:12 AM,,,,,,,,,,,,,,,,,,Bob,1165609
6e32e8a3,12/19/1605 4:47 AM ,2/15/1611 9:43 AM,0,61.838045,16.498299,31.776391,182.154267,14.830369,0,,2,4,0,0,144,huge,Cursed Land,,26.58137,Bob,1305664
6e32e93d,3/5/1605 12:31 PM ,11/9/1609 4:49 PM,,66.435503,17.236429,,101.288435,35.670145,0,3,4,3,0,,143,small,The Mountains,1,28.079591,Bob,1459513
6e32ea1a,5/1/1606 9:25 AM ,12/25/1612 6:50 AM,0,32.401974,109.034404,120.638986,1.119132,20.098718,,2,3,2,0,0,51,small,Servant's Premises,1,119.8471,Bob,958252
6e32eade,7/24/1600 2:45 AM ,11/13/1612 4:46 AM,0,48.233534,43.952529,24.276904,107.793152,3.298415,1,3,2,2,0,1,116,huge,The Mountains,0,54.548967,Bob,1263319
6e32eb2e,3/8/1606 3:58 PM ,4/20/1611 3:43 PM,0,1.776603,111.873341,46.73829,110.787455,10.520413,0,2,4,4,0,0,48,huge,Cursed Land,1,122.499701,Bob,1072650
6e32eba2,2/4/1601 2:57 AM ,3/1/1607 8:55 AM,0,108.148432,99.508893,54.003577,137.856256,54.18868,0,4,2,2,0,0,60,small,The Mountains,1,109.624339,Bob,990032
6e32ebe3,2/26/1603 6:21 AM ,3/2/1612 5:49 PM,,,,,,,,,,,,,,,,,,Bob,1156226
6e32ec34,1/14/1602 6:28 PM ,1/8/1607 8:55 PM,0,54.68288,5.221499,,77.372943,19.719589,1,4,3,2,0,0,155,huge,Cursed Land,1,15.719702,Bob,1503679
6e32ec41,3/17/1605 8:36 PM ,1/15/1608 7:19 AM,,57.964,127.834545,5.321363,116.266894,14.385904,0,2,2,3,0,,32,small,Cursed Land,1,137.88327,Bob,938528
6e32ec5a,1/1/1601 8:33 AM ,5/10/1609 2:56 PM,,,,,,,,,,,,,,,,,,Bob,1138767
6e32ec6c,3/3/1606 7:19 AM ,12/14/1609 4:46 PM,0,70.255352,33.257968,83.186841,80.520978,29.91295,0,4,,3,0,0,127,small,Servant's Premises,1,43.873319,Bob,1315708
6e32ec80,5/19/1604 4:17 PM ,10/26/1610 2:26 AM,0,65.831653,19.192357,53.079043,58.662218,2.972107,0,4,4,3,0,0,141,small,King's Landing,1,29.319049,Bob,1539795
6e32ece6,3/25/1602 2:41 PM ,2/12/1609 12:41 PM,0,55.439489,,48.120112,42.567072,60.529479,0,2,2,2,0,0,74,small,The Mountains,,,Bob,1156359
6e32ed04,7/8/1601 3:15 AM ,2/3/1611 10:18 AM,0,,8.058761,20.311868,46.381771,69.937763,0,3,2,4,0,,152,small,Cursed Land,1,18.48293,Bob,1351000
6e32ed11,5/16/1603 10:30 AM ,4/5/1607 10:32 AM,0,17.129436,17.201414,31.403159,222.775042,10.59375,0,2,3,3,0,0,143,small,King's Landing,,27.304674,Bob,1432871
6e32ed33,5/20/1604 4:22 PM ,1/12/1609 2:42 AM,0,,35.271252,101.858187,85.347641,20.584175,0,3,2,3,0,1,125,small,Servant's Premises,0,46.270155,Bob,1255964
6e32ed5a,5/15/1603 9:56 AM ,4/4/1609 7:32 AM,,,,,,,,,,,,,,,,,,Bob,1329892
6e32ed6a,4/19/1604 1:44 AM ,7/24/1607 6:16 AM,0,,35.665605,39.916627,,48.211436,1,4,3,3,0,1,124,huge,King's Landing,,45.997921,Bob,1396126
6e32ed82,11/9/1604 1:35 PM ,4/11/1609 10:47 PM,,10.979684,42.896108,15.964731,74.782183,92.201144,,4,3,2,0,0,117,small,,1,53.186859,Bob,1366892
6e32ed87,9/21/1604 10:45 AM ,8/16/1607 2:22 AM,0,10.596388,1.603441,0.781043,85.074174,10.146601,0,3,2,4,0,0,158,small,The Mountains,1,12.554745,Bob,1606629
6e32edb5,3/11/1605 7:34 PM ,2/21/1612 2:29 PM,,,,,,,,,,,,,,,,,,Bob,972801
6e32edd2,1/16/1605 5:19 PM ,4/13/1609 5:23 PM,0,17.422897,108.569001,,158.955427,19.399077,0,4,4,3,0,0,51,small,The Mountains,,119.382068,Bob,1072466
6e32ee37,8/18/1602 11:42 AM ,7/11/1612 11:54 PM,,,,,,,,,,,,,,,,,,Bob,1160050
6e32eeb4,6/28/1602 4:51 PM ,6/19/1612 3:20 PM,0,23.844463,29.617033,8.060128,49.506017,29.606564,1,2,2,3,0,0,130,small,King's Landing,,40.589013,Bob,1329631
6e32eece,11/21/1603 5:30 AM ,8/2/1611 7:33 PM,,,,,,,,,,,,,,,,,,Bob,1129141
6e32ef34,8/3/1605 5:47 PM ,5/9/1611 5:51 PM,,,,,,,,,,,,,,,,,,Bob,1389191
6e32ef46,3/1/1605 7:40 AM ,5/28/1611 1:11 PM,0,17.400528,35.943465,14.721643,63.783963,40.012636,0,2,4,,0,0,124,small,Servant's Premises,1,46.349177,Bob,1378371
6e32ef67,9/26/1601 4:20 PM ,11/16/1607 8:42 PM,,,,,,,,,,,,,,,,,,Bob,962626
6e32ef72,4/13/1600 7:14 AM ,5/4/1611 3:37 PM,0,43.940734,12.563324,,157.878727,6.119341,0,4,3,3,0,0,147,huge,Servant's Premises,1,22.62168,Bob,1421726
6e32ef77,2/28/1600 1:55 PM ,4/2/1612 4:16 AM,0,44.031469,44.33033,78.955361,0.450249,46.391247,0,3,4,4,0,,116,small,The Mountains,1,54.75326,Bob,1264047
6e32ef8e,4/23/1606 5:55 AM ,8/4/1610 11:52 PM,0,110.118335,34.550214,37.741367,200.942988,20.646128,,2,3,2,0,0,125,small,King's Landing,,45.31717,Bob,1277350
6e32ef9a,10/21/1600 10:47 PM ,11/6/1608 11:17 PM,0,3.671644,35.895927,19.706329,218.23461,1.484831,0,4,3,4,0,0,124,small,The Mountains,1,46.476368,Bob,1402962
6e32efbe,3/20/1601 3:56 PM ,11/22/1608 7:19 AM,0,83.609847,17.522181,46.323461,27.705017,21.186655,0,3,3,3,0,0,142,small,Cursed Land,1,27.619672,Bob,1364175
6e32efda,3/3/1605 11:39 AM ,2/10/1611 6:27 AM,0,29.119829,68.715839,56.819087,111.436447,58.761653,0,3,4,4,0,0,91,small,The Mountains,,79.488045,Bob,1159894
6e32efef,11/21/1603 6:40 PM ,10/26/1609 6:51 PM,0,124.243408,8.968649,47.029924,253.303806,80.232822,0,2,3,3,0,0,151,small,The Mountains,,19.598181,Bob,1232296
6e32f028,8/28/1605 3:51 AM ,4/14/1608 8:41 PM,0,21.430115,,29.429765,93.401564,64.320938,0,2,3,3,0,0,74,small,Servant's Premises,1,,Bob,1295298
6e32f046,4/8/1601 7:46 AM ,8/22/1609 8:39 PM,0,45.215836,55.12447,5.889244,0.475582,13.680943,0,2,3,4,0,0,105,small,The Mountains,1,66.055376,Bob,1313918
6e32f064,11/5/1602 7:47 PM ,10/19/1609 10:57 AM,0,15.357443,124.635107,50.781155,35.364809,10.348242,0,2,,3,0,0,35,small,King's Landing,1,134.680243,Bob,1012006
6e32f07a,12/18/1605 11:40 PM ,11/15/1610 5:20 AM,,,19.939251,39.649438,197.959578,54.328003,0,2,4,3,0,0,140,small,The Mountains,1,30.397395,Bob,1391525
6e32f097,3/6/1600 6:42 AM ,10/25/1611 7:55 PM,,,,,,,,,,,,,,,,,,Bob,1089960
6e32f09d,10/6/1605 5:36 AM ,3/23/1607 4:56 PM,0,119.78848,55.898123,39.08632,5.31913,37.526751,0,3,2,3,0,0,104,small,The Mountains,1,66.036172,Bob,1280181
6e32f0c8,10/28/1603 4:22 PM ,8/4/1608 10:33 PM,0,3.599181,27.305139,1.104552,166.20994,64.79227,,,2,4,0,0,133,small,King's Landing,1,38.180489,Bob,1415450
6e32f0d0,2/17/1602 6:35 PM ,1/16/1608 4:52 PM,0,125.206651,20.219826,132.701742,290.020054,11.492652,0,4,4,3,0,0,140,small,The Mountains,1,30.343218,Bob,1295166
6e32f100,7/26/1604 1:40 AM ,7/19/1608 6:24 AM,0,25.45865,12.048078,70.831585,54.01831,39.731967,1,2,4,2,0,0,148,small,,1,22.325481,Bob,1478268
6e32f140,4/28/1603 1:18 AM ,4/17/1612 6:58 AM,,13.399839,12.246635,34.685199,127.169718,6.083975,0,4,3,3,0,0,148,huge,King's Landing,,22.831679,Bob,1505370
6e32f18e,8/15/1601 12:48 PM ,2/27/1609 10:43 AM,0,36.28429,132.383351,,49.934311,59.038717,,,4,4,0,,28,small,The Mountains,1,143.364387,Bob,928988
6e32f1b4,9/9/1600 12:56 AM ,1/19/1610 6:54 AM,,,,,,,,,,,,,,,,,,Bob,1348750
6e32f2a3,10/1/1606 10:24 AM ,9/14/1611 10:55 PM,0,80.026362,9.073217,65.848674,120.839678,43.854493,0,4,2,2,0,0,151,small,,,19.222162,Bob,1351998
6e32f2f2,10/10/1601 1:51 AM ,11/13/1608 1:53 AM,0,,9.000232,93.506309,70.121423,3.268812,0,4,2,3,0,1,151,small,The Mountains,0,19.076888,Bob,1420871
6e32f2f4,10/22/1605 10:54 AM ,8/16/1612 11:45 AM,,,,,,,,,,,,,,,,,,Bob,1171360
6e32f2fc,9/1/1601 5:26 AM ,1/16/1607 1:31 AM,0,26.947252,18.108261,44.611907,,14.442153,0,3,2,2,0,1,142,small,The Mountains,1,28.349126,Bob,1415153
6e32f365,4/22/1606 10:53 AM ,12/25/1612 7:18 AM,0,32.19027,53.843968,,6.06919,64.399672,,3,3,3,0,0,106,small,King's Landing,1,64.804991,Bob,1316413
6e32f4a9,8/8/1604 9:19 AM ,10/6/1609 3:53 AM,0,116.242231,49.97837,90.899943,164.379523,17.010209,0,3,2,2,0,1,110,small,King's Landing,1,60.745818,Bob,1194503
