,House_ID,Built_Date,Priced_Date,Garden,Dock_Distance,Capital_Distance,Royal_Distance,Guarding_Distance,River_distance,Renovation,Dining_Rooms,Bedroom,Bathroom,King_visit,Curse,Blessing,Farm_land,Location,Tall,Knight_Distance,Builder,Golden_Grains
57,6e32db25,92516040630,82816082011,0.0,15.849066,15.696596,103.469976,186.803229,78.881186,1.0,4.0,3.0,3.0,0.0,0.0,144.0,huge,Cursed Land,1.0,26.586301,Bob,1350517
58,6e32db4f,72316022430,70316082122,0.0,47.874459,0.672768,64.282231,123.965509,38.988267,0.0,2.0,3.0,4.0,0.0,0.0,159.0,small,,1.0,11.511937,Bob,1463254
59,6e32dbb8,82416020323,80116102126,0.0,49.615816,123.454633,25.094486,244.284057,52.705442,0.0,2.0,2.0,4.0,0.0,1.0,37.0,small,The Mountains,1.0,133.739395,Bob,779700
60,6e32dbf1,31516052415,31016082016,0.0,47.219545,64.4297745,92.935618,11.029339,72.913419,0.0,2.0,4.0,4.0,0.0,0.0,74.0,huge,Cursed Land,1.0,74.7257905,Bob,1265581
61,6e32dc24,52716041324,60216122148,0.0,44.823274,5.404916,23.778922,30.281424,5.730475,0.0,4.0,4.0,3.0,0.0,0.0,155.0,small,,1.0,15.712186,Bob,1526613
62,6e32dcf6,91616050617,111116000000,0.0,88.964305,28.174055,84.080113,22.450239,17.860344,0.0,4.0,4.0,3.0,0.0,0.0,132.0,small,,1.0,39.068399,Bob,1375629
63,6e32dd65,91016030350,62716102357,0.0,27.201874,87.170081,21.704714,139.502086,56.897865,0.0,4.0,3.0,2.0,0.0,1.0,73.0,small,The Mountains,1.0,97.790997,Bob,1067834
64,6e32dda9,112416000000,100116000000,0.0,26.687994,62.569652,32.268293,11.903833,15.684359,0.0,3.0,2.0,4.0,0.0,0.0,74.0,small,The Mountains,1.0,73.213548,Bob,1351435
65,6e32dde0,10416012325,120116000000,0.0,24.16349,37.969223,39.1351735,39.814316,0.217141,0.0,2.0,4.0,4.0,0.0,1.0,122.0,small,,0.0,48.636099,Bob,1374083
66,6e32de28,60516021247,110816000000,0.0,12.605132,11.295584,46.002054,34.036435,8.416015,0.0,2.0,3.0,4.0,0.0,1.0,149.0,huge,King's Landing,0.0,21.851463,Bob,1514874
67,6e32deaa,72516000228,91916080418,0.0,16.724667,11.002872,41.762959,64.170121,22.754808,0.0,2.0,2.0,2.0,0.0,1.0,149.0,small,Servant's Premises,0.333333333333,21.756024,Bob,1311292
68,6e32df00,60316050911,11516121831,0.0,59.212727,120.657143,45.360488,77.679897,52.65919,0.0,4.0,2.0,4.0,0.0,1.0,39.0,huge,Servant's Premises,0.666666666667,130.96508,Bob,887487
69,6e32df2e,92216021042,100416000000,0.0,125.126236,10.314759,28.717444,77.198389,8.092795,0.0,4.0,4.0,3.0,0.0,0.0,150.0,huge,Cursed Land,1.0,20.564642,Bob,1450473
70,6e32e01e,100616000000,100316000000,0.0,1.810028,1.947959,26.719141,255.264298,64.844456,0.0,3.0,3.0,4.0,0.0,0.0,158.0,small,Cursed Land,1.0,12.53544,Bob,1375611
71,6e32e097,20116022310,100216000000,0.0,15.839628,45.37015,24.720838,90.376196,82.071164,0.0,2.5,2.0,3.5,0.0,0.0,115.0,huge,Servant's Premises,1.0,55.949524,Bob,1184729
72,6e32e0ce,122116000000,80616101413,0.0,65.144325,7.909118,33.088162,115.476211,11.190709,1.0,2.0,4.0,3.0,0.0,0.0,152.0,huge,Servant's Premises,1.0,18.84602,Bob,1524597
73,6e32e0d0,122016000000,22616111415,0.0,13.081048,9.110691,21.6281575,144.365165,47.023063,0.0,2.5,4.0,4.0,0.0,0.0,151.0,huge,,1.0,19.492473,Bob,1469191
74,6e32e16d,11616061231,100316000000,0.0,16.634217,16.621247,10.168153,157.431607,54.52867,0.0,3.0,2.0,3.5,0.0,0.0,143.0,small,The Mountains,1.0,27.4167,Bob,1409066
75,6e32e16f,110816000000,30416112125,0.0,47.5965,44.805686,27.371908,107.713198,39.246439,0.0,2.0,3.0,3.0,0.0,0.0,115.0,small,Servant's Premises,1.0,55.456055,Bob,1291631
76,6e32e1d4,122316000000,42116081347,0.0,82.147534,32.661442,80.11073,43.606171,8.795478,0.0,2.0,4.0,2.0,0.0,0.0,127.0,huge,Cursed Land,1.0,43.416195,Bob,1346680
77,6e32e221,81616050134,21716112251,0.0,28.324443,3.84249,20.863578,14.166289,67.382412,0.0,3.0,2.0,3.0,0.0,1.0,156.0,small,Servant's Premises,0.0,14.297767,Bob,1448066
78,6e32e250,62016011923,92416091712,0.0,45.18362,54.931293,42.081209,108.230261,59.184777,0.0,2.5,4.0,3.0,0.0,0.0,105.0,small,The Mountains,0.333333333333,65.181369,Bob,1165844
79,6e32e28f,50216051126,70516070221,0.0,135.265118,37.745845,24.553128,107.812637,26.799044,1.0,2.0,4.0,2.0,0.0,0.0,122.0,huge,The Mountains,0.666666666667,47.842156,Bob,1306574
80,6e32e2a4,10516042226,61916080216,0.0,51.315595,51.725024,7.025047,111.925077,73.166352,0.5,3.0,2.0,4.0,0.0,0.0,108.0,small,King's Landing,1.0,61.864059,Bob,1287673
81,6e32e2d9,51116011542,30216070515,0.0,40.8104635,64.210057,6.542156,189.283205,36.118357,0.0,4.0,2.0,4.0,0.0,0.0,74.0,small,The Mountains,1.0,74.4545436667,Bob,1267966
82,6e32e347,91116052224,61316080137,0.0,30.305332,76.69509,6.059265,65.46014,7.488545,0.0,3.0,3.0,2.0,0.0,0.0,74.0,huge,,1.0,87.0450283333,Bob,1456360
83,6e32e3c3,92516062031,22816090213,0.0,3.00191,89.180123,105.585376,71.619233,50.052076,1.0,2.5,4.0,4.0,0.0,0.0,71.0,huge,The Mountains,1.0,99.635513,Bob,1173112
84,6e32e404,120516000000,72816080622,0.0,114.300282,2.414506,55.800295,188.085562,19.233236,0.0,2.0,3.0,4.0,0.0,0.0,158.0,small,The Mountains,1.0,12.860578,Bob,1445892
85,6e32e51e,11316051320,10516080146,0.0,74.174755,14.402175,73.8263296667,190.8760885,10.1711765,0.5,3.0,3.5,3.0,0.0,0.0,146.0,,,1.0,24.6624035,Bob,1409120
86,6e32e5cf,82716001930,61016091012,0.0,34.049228,26.389844,91.8523643333,193.666615,1.109117,1.0,4.0,4.0,2.0,0.0,0.0,134.0,small,The Mountains,1.0,36.464229,Bob,1416819
87,6e32e5f7,52416051738,20116101757,0.0,16.56208,15.022811,109.878399,152.610656,14.568437,0.0,2.0,2.0,4.0,0.0,0.0,145.0,small,The Mountains,0.5,25.187162,Bob,1304996
88,6e32e680,111016000000,50416091422,0.0,41.427792,4.474864,134.99089,108.24328,51.250841,0.0,3.0,4.0,3.0,0.0,1.0,156.0,small,The Mountains,0.0,15.302723,Bob,1358804
89,6e32e6ef,10116041455,31016090649,0.0,13.56572,16.203653,52.308181,80.59403,42.641244,1.0,2.0,2.0,3.0,0.0,0.0,144.0,small,Cursed Land,0.5,26.567956,Bob,1289312
90,6e32e73d,122416000000,80716120524,0.0,82.168654,94.81258,71.117208,148.822825,55.926967,1.0,4.0,3.0,3.0,0.0,0.0,65.0,small,The Mountains,1.0,104.857114,Bob,1032602
91,6e32e752,41016001045,70716090117,0.0,72.202788,90.953508,51.5858445,142.523406,62.9718715,0.5,3.0,2.5,2.5,0.0,0.0,69.0,,,1.0,101.22448,Bob,1184300
92,6e32e761,70716010922,70916072114,0.0,62.236922,87.094436,32.054481,136.223987,70.016776,0.0,2.0,2.0,2.0,0.0,0.0,73.0,small,The Mountains,1.0,97.591846,Bob,972329
93,6e32e7f3,101416000000,100716000000,0.0,36.539896,55.464302,86.703919,127.638044,10.789867,0.0,4.0,4.0,2.66666666667,0.0,0.0,105.0,small,King's Landing,1.0,65.896359,Bob,1330539
94,6e32e804,21216012448,71416090712,0.0,49.1889705,35.9813005,59.240155,154.8961555,12.810118,0.0,3.66666666667,3.0,3.33333333333,0.0,0.0,124.5,,,1.0,46.2388645,Bob,1165609
95,6e32e8a3,121916000000,21516110943,0.0,61.838045,16.498299,31.776391,182.154267,14.830369,0.0,3.33333333333,2.0,4.0,0.0,0.0,144.0,huge,Cursed Land,1.0,26.58137,Bob,1305664
96,6e32e93d,30516052431,110916000000,0.0,66.435503,17.236429,76.2076885,101.288435,35.670145,0.0,3.0,4.0,3.0,0.0,0.0,143.0,small,The Mountains,1.0,28.079591,Bob,1459513
97,6e32ea1a,50116060925,122516000000,0.0,32.401974,109.034404,120.638986,1.119132,20.098718,0.5,2.0,3.0,2.0,0.0,0.0,51.0,small,Servant's Premises,1.0,119.8471,Bob,958252
98,6e32eade,72416000245,111316000000,0.0,48.233534,43.952529,24.276904,107.793152,3.298415,1.0,3.0,2.0,2.0,0.0,1.0,116.0,huge,The Mountains,0.0,54.548967,Bob,1263319
99,6e32eb2e,30816061558,42016111543,0.0,1.776603,111.873341,46.73829,110.787455,10.520413,0.0,2.0,4.0,4.0,0.0,0.0,48.0,huge,Cursed Land,1.0,122.499701,Bob,1072650
100,6e32eba2,20416010257,30116070855,0.0,108.148432,99.508893,54.003577,137.856256,54.18868,0.0,4.0,2.0,2.0,0.0,0.0,60.0,small,The Mountains,1.0,109.624339,Bob,990032
101,6e32ebe3,22616030621,30216121749,0.0,81.415656,52.365196,37.7761723333,107.6145995,36.9541345,0.5,4.0,2.5,2.0,0.0,0.0,107.5,,,1.0,62.6720205,Bob,1156226
102,6e32ec34,11416021828,10816072055,0.0,54.68288,5.221499,21.5487676667,77.372943,19.719589,1.0,4.0,3.0,2.0,0.0,0.0,155.0,huge,Cursed Land,1.0,15.719702,Bob,1503679
103,6e32ec41,31716052036,11516080719,0.0,57.964,127.834545,5.321363,116.266894,14.385904,0.0,2.0,2.0,3.0,0.0,0.0,32.0,small,Cursed Land,1.0,137.88327,Bob,938528
104,6e32ec5a,10116010833,51016091456,0.0,64.109676,80.5462565,44.254102,98.393936,22.149427,0.0,3.0,2.66666666667,3.0,0.0,0.0,79.5,,,1.0,90.8782945,Bob,1138767
105,6e32ec6c,30316060719,121416000000,0.0,70.255352,33.257968,83.186841,80.520978,29.91295,0.0,4.0,3.33333333333,3.0,0.0,0.0,127.0,small,Servant's Premises,1.0,43.873319,Bob,1315708
106,6e32ec80,51916041617,102616000000,0.0,65.831653,19.192357,53.079043,58.662218,2.972107,0.0,4.0,4.0,3.0,0.0,0.0,141.0,small,King's Landing,1.0,29.319049,Bob,1539795
107,6e32ece6,32516021441,21216092441,0.0,55.439489,13.625559,48.120112,42.567072,60.529479,0.0,2.0,2.0,2.0,0.0,0.0,74.0,small,The Mountains,1.0,23.9009895,Bob,1156359
108,6e32ed04,70816010315,20316111018,0.0,36.2844625,8.058761,20.311868,46.381771,69.937763,0.0,3.0,2.0,4.0,0.0,0.0,152.0,small,Cursed Land,1.0,18.48293,Bob,1351000
109,6e32ed11,51616031030,40516071032,0.0,17.129436,17.201414,31.403159,222.775042,10.59375,0.0,2.0,3.0,3.0,0.0,0.0,143.0,small,King's Landing,0.5,27.304674,Bob,1432871
110,6e32ed33,52016041622,11216090242,0.0,15.591998,35.271252,101.858187,85.347641,20.584175,0.0,3.0,2.0,3.0,0.0,1.0,125.0,small,Servant's Premises,0.0,46.270155,Bob,1255964
111,6e32ed5a,51516030956,40416090732,0.0,14.05456,35.4684285,70.887407,81.8258216667,34.3978055,0.5,3.5,2.5,3.0,0.0,1.0,124.5,,,0.333333333333,46.134038,Bob,1329892
112,6e32ed6a,41916040144,72416070616,0.0,12.517122,35.665605,39.916627,78.3040023333,48.211436,1.0,4.0,3.0,3.0,0.0,1.0,124.0,huge,King's Landing,0.666666666667,45.997921,Bob,1396126
113,6e32ed82,110916000000,41116092247,0.0,10.979684,42.896108,15.964731,74.782183,92.201144,0.5,4.0,3.0,2.0,0.0,0.0,117.0,small,,1.0,53.186859,Bob,1366892
114,6e32ed87,92116041045,81616070222,0.0,10.596388,1.603441,0.781043,85.074174,10.146601,0.0,3.0,2.0,4.0,0.0,0.0,158.0,small,The Mountains,1.0,12.554745,Bob,1606629
115,6e32edb5,31116051934,22116121429,0.0,14.0096425,55.086221,2.60081425,122.0148005,14.772839,0.0,3.5,3.0,3.5,0.0,0.0,104.5,,,1.0,65.9684065,Bob,972801
116,6e32edd2,11616051719,41316091723,0.0,17.422897,108.569001,4.4205855,158.955427,19.399077,0.0,4.0,4.0,3.0,0.0,0.0,51.0,small,The Mountains,1.0,119.382068,Bob,1072466
117,6e32ee37,81816021142,71116122354,0.0,20.63368,69.093017,6.24035675,104.230722,24.5028205,0.5,3.0,3.0,3.0,0.0,0.0,90.5,,,1.0,79.9855405,Bob,1160050
118,6e32eeb4,62816021651,61916121520,0.0,23.844463,29.617033,8.060128,49.506017,29.606564,1.0,2.0,2.0,3.0,0.0,0.0,130.0,small,King's Landing,1.0,40.589013,Bob,1329631
119,6e32eece,112116000000,80216111933,0.0,21.6964846667,31.7258436667,10.280633,54.2653323333,33.0752546667,0.666666666667,2.0,2.66666666667,3.0,0.0,0.0,128.0,,,1.0,42.5090676667,Bob,1129141
120,6e32ef34,80316051747,50916111751,0.0,19.5485063333,33.8346543333,12.501138,59.0246476667,36.5439453333,0.333333333333,2.0,3.33333333333,3.0,0.0,0.0,126.0,,,1.0,44.4291223333,Bob,1389191
121,6e32ef46,30116050740,52816111311,0.0,17.400528,35.943465,14.721643,63.783963,40.012636,0.0,2.0,4.0,3.0,0.0,0.0,124.0,small,Servant's Premises,1.0,46.349177,Bob,1378371
122,6e32ef67,92616011620,111616000000,0.0,30.670631,24.2533945,36.1328823333,110.831345,23.0659885,0.0,3.0,3.5,3.0,0.0,0.0,135.5,,,1.0,34.4854285,Bob,962626
123,6e32ef72,41316000714,50416111537,0.0,43.940734,12.563324,57.5441216667,157.878727,6.119341,0.0,4.0,3.0,3.0,0.0,0.0,147.0,huge,Servant's Premises,1.0,22.62168,Bob,1421726
124,6e32ef77,22816001355,40216120416,0.0,44.031469,44.33033,78.955361,0.450249,46.391247,0.0,3.0,4.0,4.0,0.0,0.0,116.0,small,The Mountains,1.0,54.75326,Bob,1264047
125,6e32ef8e,42316060555,80416102352,0.0,110.118335,34.550214,37.741367,200.942988,20.646128,0.0,2.0,3.0,2.0,0.0,0.0,125.0,small,King's Landing,1.0,45.31717,Bob,1277350
126,6e32ef9a,102116000000,110616000000,0.0,3.671644,35.895927,19.706329,218.23461,1.484831,0.0,4.0,3.0,4.0,0.0,0.0,124.0,small,The Mountains,1.0,46.476368,Bob,1402962
127,6e32efbe,32016011556,112216000000,0.0,83.609847,17.522181,46.323461,27.705017,21.186655,0.0,3.0,3.0,3.0,0.0,0.0,142.0,small,Cursed Land,1.0,27.619672,Bob,1364175
128,6e32efda,30316051139,21016110627,0.0,29.119829,68.715839,56.819087,111.436447,58.761653,0.0,3.0,4.0,4.0,0.0,0.0,91.0,small,The Mountains,1.0,79.488045,Bob,1159894
129,6e32efef,112116000000,102616000000,0.0,124.243408,8.968649,47.029924,253.303806,80.232822,0.0,2.0,3.0,3.0,0.0,0.0,151.0,small,The Mountains,1.0,19.598181,Bob,1232296
130,6e32f028,82816050351,41416082041,0.0,21.430115,32.0465595,29.429765,93.401564,64.320938,0.0,2.0,3.0,3.0,0.0,0.0,74.0,small,Servant's Premises,1.0,42.8267785,Bob,1295298
131,6e32f046,40816010746,82216092039,0.0,45.215836,55.12447,5.889244,0.475582,13.680943,0.0,2.0,3.0,4.0,0.0,0.0,105.0,small,The Mountains,1.0,66.055376,Bob,1313918
132,6e32f064,110516000000,101916000000,0.0,15.357443,124.635107,50.781155,35.364809,10.348242,0.0,2.0,3.5,3.0,0.0,0.0,35.0,small,King's Landing,1.0,134.680243,Bob,1012006
133,6e32f07a,121816000000,111516000000,0.0,50.1677886667,19.939251,39.649438,197.959578,54.328003,0.0,2.0,4.0,3.0,0.0,0.0,140.0,small,The Mountains,1.0,30.397395,Bob,1391525
134,6e32f097,30616000642,102516000000,0.0,84.9781343333,37.918687,39.367879,101.639354,45.927377,0.0,2.5,3.0,3.0,0.0,0.0,122.0,,,1.0,48.2167835,Bob,1089960
